given_name,family_name,gender,birth_date,country_of_origin,destination_country,destination_city,port_of_entry,visa_category,arrival_date,reason_for_migration,status_at_5_years,naturalization_date,asylum_related
Raj,Perez,Male,1991-12-05,Nepal,Spain,Bilbao,Barcelona–El Prat,Family,2015-12-17,Work,Temporary Resident,,FALSE
Lucas,Nguyen,Female,1988-04-16,Iraq,Germany,Bremen,MUC,Asylum,2011-12-16,Persecution,Temporary Resident,,TRUE
Alex,Silva,Female,1969-10-24,Portugal,Spain,Barcelona,Madrid–Barajas,Student,2019-02-15,Work,Citizen,2023-11-11,FALSE
Leila,Garcia,Female,1997-02-18,Romania,Australia,Newcastle,Adelaide Airport,Skilled Worker,2020-08-19,Persecution,Permanent Resident,,TRUE
Ethan,Nowak,Male,1971-08-22,Bangladesh,Sweden,Uppsala,Gothenburg Landvetter,Family,2004-05-24,Study,Temporary Resident,,FALSE
Priya,Kumar,Female,1980-05-19,Brazil,United States,Chicago,HOU,Family,2004-07-16,Persecution,Temporary Resident,,TRUE
Omar,Costa,Female,1963-08-31,El Salvador,Sweden,Vasteras,Gothenburg Landvetter,Student,2017-02-07,Study,Permanent Resident,,FALSE
Fatima,Costa,Male,2007-12-16,Ukraine,Australia,Adelaide,Sydney Airport,Work,2025-12-11,Work,Citizen,2033-02-24,FALSE
Noah,Ali,Prefer not to say,1973-02-16,Ukraine,Italy,Bologna,Fiumicino,Student,2023-08-14,Work,Temporary Resident,,FALSE
Chen,Nguyen,Female,1989-11-07,Egypt,France,Bordeaux,CDG,Work,2012-04-16,Study,Departed,,FALSE
Isabella,Sanchez,Male,1995-01-14,China,Spain,Seville,Barcelona–El Prat,Student,2024-04-08,Climate/Disaster,Permanent Resident,,FALSE
Sofia,Chen,Female,1983-10-04,Germany,Australia,Sydney,Perth Airport,Family,2004-03-04,Work,Permanent Resident,,FALSE
Akira,Hassan,Female,1986-03-11,India,United Kingdom,Manchester,Manchester Airport,Family,2007-08-09,Family Reunification,Permanent Resident,,FALSE
Amina,Lopez,Male,1956-08-21,Indonesia,United States,Houston,JFK Airport,Asylum,2000-07-08,Work,Departed,,TRUE
Lucas,Bauer,Male,1989-09-17,Ukraine,Spain,Valladolid,Palma de Mallorca,Student,2013-12-18,Family Reunification,Permanent Resident,,FALSE
Fatima,Schmidt,Female,1968-02-23,Iraq,Germany,Berlin,FRA,Humanitarian,2011-06-10,Work,Permanent Resident,,FALSE
Akira,Garcia,Male,1981-07-12,Pakistan,United States,Seattle,ORD,Student,2002-05-20,Persecution,Permanent Resident,,TRUE
Aria,Chen,Female,1960-02-12,Philippines,Spain,Seville,Madrid–Barajas,Diversity,2007-05-28,Conflict/War,Permanent Resident,,TRUE
Hiro,Kim,Male,1997-02-15,United Kingdom,Germany,Berlin,HAM,Student,2022-10-03,Study,Temporary Resident,,FALSE
Akira,Abdul,Female,1958-03-28,Venezuela,United Kingdom,Bristol,Gatwick,Student,2010-08-22,Climate/Disaster,Temporary Resident,,FALSE
Isabella,Wang,Female,1966-04-26,China,Spain,Valladolid,Madrid–Barajas,Diversity,2002-05-18,Climate/Disaster,Permanent Resident,,FALSE
Diego,Ali,Female,2004-12-25,Peru,France,Lyon,Orly,Work,2024-12-21,Family Reunification,Permanent Resident,,FALSE
Maria,Chen,Female,1967-03-21,Bulgaria,Netherlands,Almere,Schiphol,Work,2005-03-23,Family Reunification,Citizen,2014-01-11,FALSE
David,Kumar,Male,1951-02-14,Peru,United States,Chicago,SFO,Family,2000-07-07,Family Reunification,Permanent Resident,,FALSE
Sofia,Abdul,Female,1993-02-22,Algeria,United Kingdom,Manchester,Gatwick,Family,2021-09-02,Work,Permanent Resident,,FALSE
Lucas,Hernandez,Female,1993-08-13,United Kingdom,Spain,Malaga,Madrid–Barajas,Work,2011-09-18,Economic Opportunity,Permanent Resident,,FALSE
Diego,Hernandez,Female,1971-12-18,Greece,Italy,Florence,Malpensa,Student,2009-04-13,Work,Permanent Resident,,FALSE
Isabella,Brown,Female,1982-10-07,Peru,United Kingdom,Edinburgh,Manchester Airport,Skilled Worker,2001-04-29,Work,Permanent Resident,,FALSE
Mohamed,Bauer,Male,1956-10-14,Ukraine,France,Strasbourg,Orly,Family,2012-12-23,Family Reunification,Permanent Resident,,FALSE
Igor,Nguyen,Female,2005-08-21,Afghanistan,Canada,Quebec City,Montreal-Trudeau,Family,2024-05-03,Study,Permanent Resident,,FALSE
Chen,Yamada,Male,1956-12-14,United Kingdom,Sweden,Vasteras,Malmo Airport,Work,2019-04-28,Work,Permanent Resident,,FALSE
Anna,Kumar,Female,1994-11-17,Algeria,Germany,Stuttgart,BER,Work,2016-07-30,Study,Permanent Resident,,FALSE
Noah,Nguyen,Male,1955-07-03,Afghanistan,United States,Seattle,LAX,Student,2021-12-02,Persecution,Permanent Resident,,TRUE
Alex,Williams,Female,1966-09-14,Egypt,Australia,Melbourne,Perth Airport,Investor,2021-09-18,Family Reunification,Permanent Resident,,FALSE
Ava,Schmidt,Female,2004-11-21,United Kingdom,Australia,Newcastle,Adelaide Airport,Family,2023-11-22,Study,Permanent Resident,,FALSE
Liam,Popov,Female,1986-12-11,Vietnam,Sweden,Vasteras,Gothenburg Landvetter,Diversity,2011-04-21,Study,Permanent Resident,,FALSE
Mia,Hernandez,Female,1980-07-07,El Salvador,Spain,Palma,Malaga–Costa del Sol,Family,2010-12-26,Family Reunification,Permanent Resident,,FALSE
Noah,Ali,Female,2001-04-23,Turkey,Australia,Perth,Sydney Airport,Family,2020-02-01,Persecution,Permanent Resident,,TRUE
Isabella,Jones,Female,1954-02-02,Nigeria,Germany,Dresden,MUC,Family,2022-08-11,Family Reunification,Permanent Resident,,FALSE
Emma,Abdul,Female,1956-02-10,Poland,Sweden,Jonkoping,Gothenburg Landvetter,Work,2009-09-18,Work,Temporary Resident,,FALSE
Wei,Gonzalez,Male,1960-03-30,El Salvador,Australia,Adelaide,Adelaide Airport,Student,2023-10-24,Family Reunification,Permanent Resident,,FALSE
Hassan,Johnson,Female,1952-08-18,India,France,Nice,Orly,Family,2025-06-05,Family Reunification,Temporary Resident,,FALSE
Chen,Singh,Female,1971-07-24,Romania,Netherlands,Tilburg,Schiphol,Skilled Worker,2007-10-31,Study,Temporary Resident,,FALSE
Camila,Ali,Female,1990-06-08,Iran,Germany,Munich,BER,Diversity,2025-08-25,Study,Permanent Resident,,FALSE
Ibrahim,Schmidt,Male,1976-02-01,Kenya,Germany,Hamburg,HAM,Student,2010-09-05,Economic Opportunity,Permanent Resident,,FALSE
Ethan,Davis,Female,1960-04-06,Nepal,United States,Atlanta,LAX,Student,2007-04-26,Study,Temporary Resident,,FALSE
Wei,Miller,Male,1986-05-02,Pakistan,United States,San Francisco,LAX,Family,2019-09-23,Persecution,Citizen,2027-09-07,TRUE
Anna,Martinez,Male,1989-10-05,Kenya,Sweden,Linkoping,Malmo Airport,Humanitarian,2022-12-20,Study,Permanent Resident,,FALSE
Olivia,Schmidt,Male,1968-01-20,Kenya,United States,Los Angeles,ORD,Work,2010-04-02,Climate/Disaster,Citizen,2013-05-04,FALSE
Priya,Park,Male,1986-05-09,El Salvador,United States,Los Angeles,BOS,Refugee,2024-09-13,Family Reunification,Temporary Resident,,TRUE
Anita,Chen,Male,1971-11-10,Indonesia,Australia,Hobart,Sydney Airport,Student,2018-06-23,Economic Opportunity,Temporary Resident,,FALSE
Carlos,Johnson,Male,1989-11-22,Taiwan,Canada,Toronto,Pearson Intl,Work,2008-01-26,Work,Citizen,2017-11-09,FALSE
Omar,Sanchez,Male,1989-01-01,Morocco,Australia,Adelaide,Brisbane Airport,Family,2014-04-23,Work,Permanent Resident,,FALSE
Jin,Williams,Non-binary,1957-09-09,Morocco,United Kingdom,London,Gatwick,Work,2007-11-08,Work,Temporary Resident,,FALSE
Emma,Kumar,Female,1980-08-30,South Korea,France,Paris,Marseille Provence,Student,2012-01-29,Climate/Disaster,Temporary Resident,,FALSE
Raj,Nguyen,Male,1974-10-03,Taiwan,Italy,Milan,Fiumicino,Work,2010-10-31,Economic Opportunity,Permanent Resident,,FALSE
Mohamed,Chen,Male,1971-12-02,Taiwan,Sweden,Helsingborg,Arlanda,Asylum,2002-05-05,Work,Temporary Resident,,TRUE
Isabella,Abdul,Female,1955-04-10,Iran,Netherlands,The Hague,Rotterdam The Hague,Family,2010-01-09,Conflict/War,Undocumented,,TRUE
David,Novak,Female,1956-09-28,Philippines,Netherlands,Utrecht,Rotterdam The Hague,Family,2014-07-12,Economic Opportunity,Permanent Resident,,FALSE
Noah,Kim,Female,1956-03-27,Peru,Italy,Bari,Naples Intl,Diversity,2017-10-16,Study,Citizen,2021-11-11,FALSE
Hiro,Hernandez,Male,1973-06-14,Kenya,United Kingdom,Manchester,Stansted,Student,2014-10-28,Study,Citizen,2023-05-18,FALSE
Sofia,Hassan,Male,1958-02-10,Morocco,United Kingdom,Liverpool,Edinburgh Airport,Investor,2007-04-16,Work,Permanent Resident,,FALSE
Chen,Rodriguez,Female,1998-06-18,Poland,Canada,Ottawa,Vancouver Intl,Diversity,2021-08-17,Family Reunification,Departed,,FALSE
Priya,Ali,Female,1997-10-12,South Korea,Germany,Cologne,MUC,Asylum,2015-11-22,Persecution,Temporary Resident,,TRUE
Camila,Li,Female,1989-06-25,China,Netherlands,Tilburg,Rotterdam The Hague,Diversity,2007-08-11,Work,Permanent Resident,,FALSE
Akira,Park,Female,1990-07-28,Afghanistan,Italy,Turin,Fiumicino,Family,2012-09-25,Work,Permanent Resident,,FALSE
Akira,Garcia,Female,1977-08-27,Morocco,Germany,Leipzig,HAM,Family,2002-08-04,Economic Opportunity,Undocumented,,FALSE
Anna,Singh,Female,1984-05-21,Peru,United Kingdom,Liverpool,Gatwick,Work,2022-11-11,Conflict/War,Temporary Resident,,TRUE
Diego,Brown,Female,1954-12-18,Portugal,Italy,Turin,Turin Airport,Humanitarian,2015-05-20,Economic Opportunity,Permanent Resident,,FALSE
Ethan,Wang,Male,1996-10-01,Indonesia,France,Paris,Nice Côte d'Azur,Diversity,2020-10-07,Economic Opportunity,Temporary Resident,,FALSE
Isabella,Nowak,Female,1957-06-16,Brazil,United States,Miami,SEA,Family,2006-01-25,Study,Permanent Resident,,FALSE
Diego,Silva,Female,1996-01-15,Brazil,France,Lille,Orly,Family,2020-08-15,Climate/Disaster,Permanent Resident,,FALSE
Priya,Miller,Female,1962-10-13,Thailand,France,Marseille,Nice Côte d'Azur,Skilled Worker,2005-08-12,Work,Temporary Resident,,FALSE
Leila,Novak,Male,1982-08-06,Sri Lanka,Netherlands,Almere,Eindhoven Airport,Student,2018-09-02,Economic Opportunity,Citizen,2025-01-01,FALSE
Yuki,Johnson,Male,1980-02-16,Peru,United Kingdom,Bristol,Manchester Airport,Skilled Worker,2005-06-19,Persecution,Permanent Resident,,TRUE
Fatima,Bauer,Male,1959-08-04,Iraq,Sweden,Jonkoping,Gothenburg Landvetter,Work,2010-12-14,Economic Opportunity,Citizen,2017-03-13,FALSE
Carlos,Jones,Female,1970-11-07,Vietnam,Spain,Bilbao,Valencia Airport,Work,2022-11-12,Conflict/War,Permanent Resident,,TRUE
Lucas,Rossi,Non-binary,1973-08-06,Thailand,Italy,Turin,Fiumicino,Work,2013-02-03,Work,Citizen,2018-04-23,FALSE
Ethan,Miller,Male,1986-06-30,Algeria,United Kingdom,Glasgow,Stansted,Diversity,2006-01-31,Conflict/War,Departed,,TRUE
Aria,Davis,Female,1958-05-03,France,United States,Chicago,LAX,Asylum,2007-02-20,Study,Permanent Resident,,TRUE
Emma,Silva,Male,1977-09-07,Japan,Germany,Munich,BER,Family,2025-06-04,Work,Undocumented,,FALSE
Ethan,Smith,Female,1977-05-27,Guatemala,United States,Chicago,BOS,Asylum,2006-05-28,Work,Permanent Resident,,TRUE
Carlos,Miller,Male,1995-10-23,South Korea,Australia,Adelaide,Brisbane Airport,Work,2020-02-27,Family Reunification,Departed,,FALSE
Wei,Garcia,Male,2002-09-20,Portugal,Netherlands,Amsterdam,Schiphol,Work,2022-03-25,Conflict/War,Temporary Resident,,TRUE
Omar,Schmidt,Male,1968-05-02,Algeria,France,Lille,Lyon–Saint-Exupéry,Work,2000-10-04,Work,Permanent Resident,,FALSE
Sara,Smith,Male,1985-02-14,Afghanistan,United Kingdom,Glasgow,Stansted,Family,2007-01-27,Work,Undocumented,,FALSE
David,Ibrahim,Female,1960-08-22,Philippines,United Kingdom,Liverpool,Gatwick,Work,2003-09-17,Family Reunification,Permanent Resident,,FALSE
Ava,Kumar,Male,1999-08-26,Bulgaria,Canada,Vancouver,Ottawa Intl,Skilled Worker,2025-05-08,Family Reunification,Permanent Resident,,FALSE
Anita,Hassan,Male,2007-06-08,Afghanistan,Netherlands,Almere,Eindhoven Airport,Family,2025-07-15,Study,Citizen,2036-05-21,FALSE
Mohamed,Nguyen,Female,1952-01-01,Mexico,United Kingdom,Sheffield,Manchester Airport,Family,2001-01-22,Work,Permanent Resident,,FALSE
Carlos,Popov,Male,1996-03-31,Dominican Republic,Spain,Bilbao,Palma de Mallorca,Student,2020-07-08,Study,Citizen,2029-01-06,FALSE
Priya,Hernandez,Female,1982-12-13,Nepal,Netherlands,Almere,Eindhoven Airport,Student,2015-03-12,Study,Citizen,2024-09-02,FALSE
Maria,Park,Female,1957-11-12,Russia,Netherlands,Groningen,Rotterdam The Hague,Asylum,2010-06-10,Economic Opportunity,Permanent Resident,,TRUE
Camila,Popov,Male,2001-09-24,Vietnam,France,Lyon,Nice Côte d'Azur,Investor,2022-07-23,Work,Permanent Resident,,FALSE
Diego,Li,Female,2003-08-24,United Kingdom,France,Strasbourg,CDG,Student,2022-07-19,Family Reunification,Temporary Resident,,FALSE
Leila,Moretti,Female,1956-05-29,Italy,France,Lyon,CDG,Diversity,2019-02-01,Work,Permanent Resident,,FALSE
Diego,Perez,Female,1988-03-02,Egypt,Sweden,Malmo,Arlanda,Family,2015-03-02,Persecution,Permanent Resident,,TRUE
Ahmed,Popov,Male,1977-05-07,South Korea,Italy,Naples,Naples Intl,Family,2020-11-19,Persecution,Temporary Resident,,TRUE
Anna,Silva,Male,1968-02-03,Egypt,Germany,Stuttgart,BER,Student,2025-03-13,Work,Citizen,2037-03-07,FALSE
Ibrahim,Jones,Female,1995-06-17,Mexico,Sweden,Malmo,Gothenburg Landvetter,Work,2014-05-27,Work,Citizen,2024-11-30,FALSE
Amina,Wang,Male,1976-05-24,Afghanistan,France,Toulouse,Orly,Student,2022-12-15,Work,Permanent Resident,,FALSE
Leila,Li,Male,1991-06-10,Peru,France,Toulouse,Lyon–Saint-Exupéry,Work,2018-03-25,Economic Opportunity,Permanent Resident,,FALSE
Ava,Zhang,Male,1989-05-30,Russia,France,Montpellier,Orly,Asylum,2022-11-02,Family Reunification,Permanent Resident,,TRUE
Hassan,Novak,Female,1994-10-07,Brazil,Canada,Vancouver,Montreal-Trudeau,Student,2021-08-01,Study,Permanent Resident,,FALSE
Anna,Rodriguez,Male,2007-09-04,Peru,United Kingdom,Liverpool,Gatwick,Student,2025-09-02,Study,Temporary Resident,,FALSE
Wei,Khan,Female,1967-10-03,Pakistan,Italy,Catania,Malpensa,Student,2017-07-22,Work,Permanent Resident,,FALSE
Noah,Kumar,Female,1976-08-14,Mexico,Spain,Murcia,Valencia Airport,Refugee,2006-05-20,Family Reunification,Temporary Resident,,TRUE
Liam,Novak,Female,1995-09-19,Mexico,Netherlands,Amsterdam,Rotterdam The Hague,Student,2022-11-19,Persecution,Permanent Resident,,TRUE
Wei,Schmidt,Female,1975-03-15,Algeria,Italy,Bari,Turin Airport,Skilled Worker,2003-12-29,Work,Temporary Resident,,FALSE
Carlos,Sanchez,Male,1965-01-16,Romania,France,Bordeaux,CDG,Family,2003-02-10,Persecution,Permanent Resident,,TRUE
Isabella,Martinez,Female,1986-07-08,Kenya,Canada,Hamilton,Vancouver Intl,Family,2024-04-26,Work,Permanent Resident,,FALSE
Sofia,Jones,Female,1953-03-15,Bangladesh,France,Marseille,Lyon–Saint-Exupéry,Student,2013-02-24,Work,Permanent Resident,,FALSE
Amina,Wang,Male,1973-06-05,Syria,United Kingdom,Manchester,Gatwick,Asylum,2013-11-29,Persecution,Departed,,TRUE
Ibrahim,Li,Female,1973-04-19,Iran,Sweden,Stockholm,Gothenburg Landvetter,Work,2014-12-10,Work,Permanent Resident,,FALSE
Alex,Garcia,Female,1993-03-17,Syria,Sweden,Stockholm,Arlanda,Student,2022-04-07,Family Reunification,Temporary Resident,,FALSE
Ahmed,Lopez,Male,1994-03-18,Japan,Sweden,Helsingborg,Arlanda,Humanitarian,2023-10-23,Study,Temporary Resident,,FALSE
Isabella,Hassan,Male,1964-08-16,Brazil,Italy,Milan,Malpensa,Skilled Worker,2005-11-07,Study,Permanent Resident,,FALSE
Amina,Park,Male,1990-10-04,Nigeria,United States,Dallas,MIA,Asylum,2019-02-20,Family Reunification,Undocumented,,TRUE
Jin,Abdul,Female,2004-03-22,Brazil,Canada,Edmonton,Pearson Intl,Family,2023-12-18,Work,Permanent Resident,,FALSE
Olivia,Singh,Male,1965-07-12,South Africa,United States,Chicago,SEA,Diversity,2009-08-15,Work,Temporary Resident,,FALSE
Igor,Smith,Female,1972-09-29,Italy,United Kingdom,Edinburgh,Heathrow,Refugee,2006-09-02,Work,Citizen,2014-06-11,TRUE
Sara,Zhang,Male,1985-08-11,Nigeria,United States,Los Angeles,LAX,Skilled Worker,2024-03-11,Work,Permanent Resident,,FALSE
Yuki,Hernandez,Female,1994-09-03,France,United States,Los Angeles,BOS,Work,2019-08-07,Study,Permanent Resident,,FALSE
Akira,Lopez,Male,1967-11-08,Malaysia,Germany,Hamburg,BER,Humanitarian,2020-05-11,Economic Opportunity,Citizen,2028-02-02,FALSE
Raj,Nguyen,Female,1956-01-01,South Africa,Italy,Palermo,Naples Intl,Student,2007-02-07,Family Reunification,Citizen,2014-11-01,FALSE
Wei,Li,Male,1979-01-23,Afghanistan,United Kingdom,Edinburgh,Heathrow,Family,2003-03-09,Family Reunification,Permanent Resident,,FALSE
Camila,Silva,Female,1979-07-26,Ethiopia,Australia,Melbourne,Melbourne Airport,Family,2010-02-28,Family Reunification,Temporary Resident,,FALSE
Igor,Sanchez,Female,1965-12-29,Indonesia,Canada,Winnipeg,Montreal-Trudeau,Family,2019-06-11,Work,Citizen,2031-01-23,FALSE
Ethan,Rossi,Male,1965-01-09,Poland,Italy,Palermo,Fiumicino,Refugee,2005-03-19,Family Reunification,Citizen,2015-01-27,TRUE
Mia,Zhang,Male,1957-03-08,France,United Kingdom,Liverpool,Gatwick,Skilled Worker,2016-07-16,Economic Opportunity,Departed,,FALSE
Jin,Williams,Male,1997-03-03,Poland,Australia,Darwin,Melbourne Airport,Family,2016-04-04,Persecution,Temporary Resident,,TRUE
Liam,Miller,Male,1997-01-04,Indonesia,Australia,Adelaide,Brisbane Airport,Family,2024-07-14,Work,Citizen,2032-11-14,FALSE
Alex,Zhang,Female,1960-04-19,Philippines,Australia,Brisbane,Adelaide Airport,Asylum,2014-04-06,Family Reunification,Temporary Resident,,TRUE
Elena,Gonzalez,Male,1986-05-02,Syria,Italy,Florence,Bologna Guglielmo Marconi,Work,2007-02-26,Work,Permanent Resident,,FALSE
Aria,Novak,Male,1950-05-14,Ireland,United Kingdom,Manchester,Gatwick,Student,2006-03-15,Work,Citizen,2015-02-28,FALSE
Sara,Johnson,Female,1954-10-25,Ethiopia,United States,Los Angeles,JFK Airport,Asylum,2003-12-11,Family Reunification,Citizen,2014-06-15,TRUE
Akira,Rossi,Female,2000-11-11,Iran,United Kingdom,Birmingham,Heathrow,Family,2025-09-13,Study,Permanent Resident,,FALSE
Mohamed,Davis,Female,1961-11-23,Morocco,Spain,Malaga,Valencia Airport,Refugee,2009-09-29,Study,Citizen,2018-07-29,TRUE
Hassan,Zhang,Male,2007-09-23,El Salvador,Spain,Barcelona,Valencia Airport,Student,2025-09-20,Work,Temporary Resident,,FALSE
Noah,Singh,Male,1984-04-25,Sri Lanka,Netherlands,Groningen,Rotterdam The Hague,Work,2015-04-13,Family Reunification,Temporary Resident,,FALSE
Akira,Singh,Female,1956-03-28,Peru,United Kingdom,Bristol,Heathrow,Work,2017-09-11,Work,Permanent Resident,,FALSE
Elena,Miller,Male,1972-05-04,Cuba,Canada,Calgary,Calgary Intl,Work,2016-01-29,Family Reunification,Temporary Resident,,FALSE
Zoe,Nguyen,Male,1977-06-23,Romania,Italy,Palermo,Fiumicino,Diversity,2020-03-22,Economic Opportunity,Departed,,FALSE
Hassan,Bauer,Female,1950-03-29,Italy,France,Paris,CDG,Family,2019-07-15,Conflict/War,Departed,,TRUE
Sara,Zhang,Male,1964-02-13,Ethiopia,Sweden,Gothenburg,Arlanda,Skilled Worker,2020-01-31,Family Reunification,Departed,,FALSE
Priya,Schmidt,Female,1969-11-07,Italy,Germany,Dresden,FRA,Family,2001-04-07,Family Reunification,Citizen,2009-10-01,FALSE
Hassan,Moretti,Female,1980-09-21,Mexico,Canada,Mississauga,Montreal-Trudeau,Skilled Worker,2020-11-21,Study,Permanent Resident,,FALSE
Isabella,Johnson,Male,1983-11-03,Nigeria,Australia,Gold Coast,Adelaide Airport,Diversity,2021-01-04,Family Reunification,Permanent Resident,,FALSE
Leila,Schmidt,Male,1983-08-23,Ireland,United States,Los Angeles,BOS,Family,2013-03-20,Work,Permanent Resident,,FALSE
Ethan,Jones,Female,1963-12-05,Nigeria,United States,Seattle,HOU,Family,2017-06-09,Work,Temporary Resident,,FALSE
Elena,Popov,Male,1956-03-26,Russia,United States,Dallas,MIA,Student,2000-04-22,Conflict/War,Permanent Resident,,TRUE
Ahmed,Williams,Female,1961-05-20,Germany,Italy,Florence,Bologna Guglielmo Marconi,Diversity,2022-05-21,Study,Temporary Resident,,FALSE
Zoe,Ali,Male,1951-08-15,Argentina,United States,Seattle,DFW,Asylum,2001-02-11,Persecution,Citizen,2006-12-20,TRUE
Olivia,Rodriguez,Female,1980-11-02,South Africa,France,Strasbourg,Orly,Family,2000-05-17,Work,Permanent Resident,,FALSE
Olivia,Johnson,Female,1994-05-09,Greece,Australia,Hobart,Sydney Airport,Work,2022-09-26,Conflict/War,Departed,,TRUE
David,Hernandez,Male,1998-04-25,Malaysia,Germany,Munich,MUC,Diversity,2021-04-03,Work,Citizen,2028-08-13,FALSE
Fatima,Williams,Female,1985-01-23,Thailand,Australia,Perth,Brisbane Airport,Work,2015-09-26,Economic Opportunity,Permanent Resident,,FALSE
Anna,Kim,Male,1973-02-03,Vietnam,Spain,Madrid,Barcelona–El Prat,Student,2005-04-10,Work,Permanent Resident,,FALSE
Raj,Schmidt,Male,1981-12-18,Taiwan,Australia,Sydney,Brisbane Airport,Diversity,2012-04-15,Work,Permanent Resident,,FALSE
Anna,Abdul,Female,1987-08-01,Kenya,France,Montpellier,Orly,Skilled Worker,2019-08-09,Study,Permanent Resident,,FALSE
Liam,Williams,Male,1981-05-29,Kenya,Australia,Melbourne,Sydney Airport,Diversity,2016-03-02,Family Reunification,Permanent Resident,,FALSE
Omar,Khan,Female,1956-01-16,United Kingdom,Italy,Bari,Malpensa,Work,2014-04-13,Study,Permanent Resident,,FALSE
Ahmed,Ivanov,Male,1958-02-18,Iraq,Canada,Winnipeg,Calgary Intl,Skilled Worker,2006-12-26,Climate/Disaster,Permanent Resident,,FALSE
Amina,Lopez,Female,1990-05-09,China,France,Marseille,Lyon–Saint-Exupéry,Work,2013-08-26,Family Reunification,Citizen,2021-07-07,FALSE
Hassan,Wang,Female,1982-09-19,Venezuela,Germany,Berlin,MUC,Family,2001-07-12,Work,Departed,,FALSE
Elena,Ivanov,Male,1992-04-29,Turkey,Canada,Ottawa,Calgary Intl,Student,2021-06-18,Work,Citizen,2024-07-11,FALSE
Amina,Popov,Male,1989-09-14,Philippines,Germany,Dusseldorf,MUC,Family,2010-02-27,Work,Citizen,2019-09-07,FALSE
Alex,Yamada,Male,1980-05-26,Guatemala,Sweden,Helsingborg,Arlanda,Diversity,2022-03-02,Work,Permanent Resident,,FALSE
Ibrahim,Rodriguez,Female,1981-03-16,Argentina,Germany,Frankfurt,DUS,Family,2004-03-08,Family Reunification,Permanent Resident,,FALSE
Ibrahim,Ivanov,Male,1993-06-07,China,Spain,Malaga,Madrid–Barajas,Student,2017-05-16,Work,Departed,,FALSE
